statename,rank,hs6,abbrevation,val2015,val2016,val2017,val2018
Florida,16,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESOI",350.07,321.5,399.51,440.95
Florida,17,310530,DIAMMONIUM HYDROGENORTHOPHOSPHATE (DAP),899.95,570.36,532.45,397.89
Florida,18,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK NESOI",429.35,365.76,103.07,397.89
Florida,19,890392,"MOTORBOATS, OTHER THAN OUTBOARD MOTORBOATS",340.3,285.09,301.17,373.13
Florida,20,950450,"VIDEO GAME CONSOLES & MACH, EXC OF SUBHEAD 9504.30",227.84,224.85,422.4,362.91
Florida,21,880212,HELICOPTERS OF AN UNLADEN WEIGHT EXCEEDING 2000 KG,24.9,127.98,178.08,350.19
Florida,22,890399,YACHTS ETC FOR PLEAS/SPORT NESOI,202.72,217.04,259.16,323.78
Florida,23,480411,"KRAFTLINER, UNCOATED UNBLEACHED IN ROLLS OR SHEETS",171.13,172.04,219.36,311.22
Florida,24,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL CONIF",347.37,330.68,311.08,309.23
Florida,25,970110,"PAINTINGS, DRAWING AND PASTELS BY HAND",237.75,204.27,283.3,304.33
Georgia,0,0,World,38596.03,35672.84,37223.84,40551.36
Georgia,0,25,Top 25,16644.57,15870.81,16543.28,19424.56
Georgia,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",6209.75,5933.99,5843.36,7293.74
Georgia,2,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL CONIF",1137.92,1041.81,1027.42,1232.33
Georgia,3,841199,GAS TURBINE PARTS NESOI,1276.24,1455.25,1334.74,1130.22
Georgia,4,480411,"KRAFTLINER, UNCOATED UNBLEACHED IN ROLLS OR SHEETS",686.05,677.89,765.7,1103.08
Georgia,5,870323,PASS VEH SPK-IG INT COM R,1298.9,1429.8,1200.66,1015.64
Georgia,6,20714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), FROZEN",729.78,642.23,823.13,856.92
Georgia,7,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS ETC",450.23,479.66,519.57,668.33
Georgia,8,851762,MACH FOR RECP/CONVR/TRANS/R,259.12,281.26,520.02,612.74
Georgia,9,847330,PARTS & ACCESSORIES FOR ADP M,98.57,97.61,197.99,524.32
Georgia,10,520100,"COTTON, NOT CARDED OR COMBED",485.29,328.39,438.6,493.49
Georgia,11,250700,"KAOLIN AND OTHER KAOLINIC CLAYS, INCL CALCINED",492.65,460.31,478.99,492.27
Georgia,12,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,756.61,415.55,386.61,428.73
Georgia,13,380891,"INSECTICIDES, EXC THOSE SPECIFIED IN SUBHEAD. NT 1",317.11,271.45,268.61,401.53
Georgia,14,470200,"CHEMICAL WOODPULP, DISSOLVING GRADES",340.53,338.49,375.77,383.14
Georgia,15,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",209.93,232.61,267.36,338.73
Georgia,16,570320,"CARPETS,ETC,NYLON/OTHR POLYAMIDES,TUFTD,W/N MDE-UP",347.37,313.19,322.7,306.65
Georgia,17,390690,"ACRYLIC POLYMERS NESOI, IN PRIMARY FORMS",198.31,186.36,224.97,277.5
Georgia,18,870193,TRACTORS EXCEEDING 37 KW BUT NOT EXCEEDING 75 KW,0,0,163.89,272.07
Georgia,19,120242,"PEANUTS, SHELLED, NESOI",196.78,280.27,240.32,268.22
Georgia,20,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, NESOI",198.35,208.4,233.24,258.17
Georgia,21,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",128.52,99.08,163.56,258.04
Georgia,22,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESOI",166.64,166.76,197.73,238.21
Georgia,23,440131,WOOD PELLETS,242.38,135.54,154.11,195.94
Georgia,24,870321,"PASS MTR VEH, SPARK IGN ENG, NOT OV 1,000 C",222.38,189.59,186.52,195.36
Georgia,25,481029,PPR/PBRD EX LIT-WGH WRITNG ETC,195.17,205.33,207.69,179.2
Hawaii,0,0,World,1896.39,795.46,952.42,646.94
Hawaii,0,25,Top 25,458.47,328.66,514.88,552.21
Hawaii,1,271019,PETROL OIL BITUM MINERA,165.14,66.85,190.66,183.16
Hawaii,2,271012,"LT OILS, PREPS GT=70% PETRO",125.1,64.41,73.5,107.97
Hawaii,3,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",14.99,30.99,67.86,47.5
Hawaii,4,720449,FERROUS WASTE & SCRAP NESOI,21.53,17.38,28.89,44.41
Hawaii,5,30635,"COLD-WATER SHRIMP AND PRAWNS, LIVE, FRESH OR CHILL",0,0,18.83,24.34
Hawaii,6,980320,"EXPORTS OF MILITARY EQUIPMENT, NOT IDENTIFIED",19.62,40.42,3.5,18.93
Hawaii,7,220190,WATERS NOT SWEETND OR FLAVORED NESOI; ICE AND SNOW,12.2,15.2,14.89,13.97
Hawaii,8,760200,ALUMINUM WASTE AND SCRAP,14.54,9.43,10.37,12.93
Hawaii,9,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",9.62,13.02,24.02,12.43
Hawaii,10,80261,"MACADAMIA NUTS, IN SHELL, FRESH OR DRIED",9.52,7.02,9.64,8.95
Hawaii,11,903040,"OTH INST, SPECIALLY DESIGNED FOR",3.65,6.23,6.75,7.89
Hawaii,12,180690,"COCOA PREPARATIONS, NOT IN BULK FORM, NESOI",10.61,9.44,10.28,7.44
Hawaii,13,740400,COPPER WASTE AND SCRAP,6.62,7.28,10.3,7.02
Hawaii,14,80720,"PAPAYAS (PAPAWS), FRESH",8.01,8.11,7.19,6.82
Hawaii,15,470710,"WASTE, SCRAP UNBLEACH KRAFT, CORRUGATD PAPER/PPRBD",6.47,4.84,5.53,6.8
Hawaii,16,200989,"JUICE OF SINGLE FRUIT/VEG, NOT FORTIFIED",1.64,2.91,4.37,6.02
Hawaii,17,90111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED",7.13,4.02,4.27,5.93
Hawaii,18,90121,"COFFEE, ROASTED, NOT DECAFFEINATED",5.77,5.89,6.86,5.18
Hawaii,19,970110,"PAINTINGS, DRAWING AND PASTELS BY HAND",1.8,1.38,2.13,4.91
Hawaii,20,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS METAL",5.21,3.14,3.01,4.43
Hawaii,21,210500,"ICE CREAM AND OTHER EDIBLE ICE, WITH COCOA OR NOT",1.75,3.01,2.77,3.31
Hawaii,22,200819,"NUTS (EXC PEANUTS) AND SEEDS, PREPARED ETC. NESOI",3.41,2.15,3.71,3.3
Hawaii,23,300390,"MEDICAMENTS NESOI, NOT IN DOSAGE FO",2.58,2.6,3,2.98
Hawaii,24,80262,"MACADAMIA NUTS, SHELLED, FRESH OR DRIED",1.58,2.96,2.55,2.95
Hawaii,25,844250,"PRINT TYPE, BLOCKS, CY",0,0,0,2.63
Idaho,0,0,World,4302.09,4876.94,3864.1,4021.59
Idaho,0,25,Top 25,2374.96,2850.51,2279.97,2529.21
Idaho,1,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",798.25,800.47,593.34,570.01
Idaho,2,847330,PARTS & ACCESSORIES FOR ADP M,198.86,210.27,243.45,296.91
Idaho,3,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CELL ETC,290.41,253.71,253.83,256.48
Idaho,4,370500,"PHOTO PLATES AND FILM, EXPOSED/DEVELOP, OT CINEMA",0,0,124.7,171.93
Idaho,5,903090,PTS OF INST F MEAS ELECT QUAT AL,135.44,262.82,118.99,131.36
Idaho,6,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEVICES,16.6,46.07,106.4,110.35
Idaho,7,903082,INST TO CHECK SEMICOND,267.98,453.87,117.7,83.21
Idaho,8,310540,AMMONIUM DIHYDROGENORTHOPHOSPHA,103.31,61.93,66.52,76.57
Idaho,9,860210,DIESEL ELECTRIC LOCOMOTIVES,2.76,0,0,74.77
Idaho,10,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",61.6,75.64,78.54,74.22
Idaho,11,847180,"AUTOMATIC DATA PROCESSING UNITS, N.E.S.O.I.",1.61,8.48,33.81,70.48
Idaho,12,110710,"MALT, NOT ROASTED",64.79,63.71,70.89,65.75
Idaho,13,481151,"PPR/PBRD,CTD/IMPG/CVR W/PLAST,BLEACH,WT>150G/M2",25.11,60.78,63.57,58.16
Idaho,14,40410,WHEY & MODFD WHEY WHET/NT CNCNTRTD CNTG ADD SWEETN,52.29,34.42,53.86,49.37
Idaho,15,120991,VEGETABLE SEEDS FOR SOWING,44.26,42.05,36.78,47.74
Idaho,16,40210,"MLK & CRM,CNTD,SWT,POWDR,GR",61.67,33.3,20.55,46.03
Idaho,17,260700,LEAD ORES AND CONCENTRATES,88.77,132.85,50.69,42.05
Idaho,18,711590,"OTH PREC METL ARTCLS OR ARTCLS CLAD W PM, NESOI",3.04,87.17,68.06,41.75
Idaho,19,350220,"MILK ALBUMIN,INC CONCEN OF 2 OR MORE WHEY PROTEINS",46.76,40.23,45.29,41.47
Idaho,20,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",32.95,74.32,28.83,40
Idaho,21,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT, ETC",7.82,13.26,26.03,38.17
Idaho,22,40690,"CHEESE, NESOI, INCLUDING CHEDDAR AND COLBY",22.01,18.38,26.75,37.46
Idaho,23,40610,CHEESE (UNRPND/UNCURD) FRSH INCL WHEY CHEESE CURD,42.05,24.9,42.75,35.79
Idaho,24,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC IC,3.65,51.32,4.03,35.09
Idaho,25,848640,MACHINES SPECIFIED IN NOTE 9(C) TO CHAPTER 84,2.96,0.56,4.63,34.08
Illinois,0,0,World,63368.69,59680.98,65186.97,65415.15
Illinois,0,25,Top 25,19819.31,19061.53,22020.66,22070.03
Illinois,1,271012,"LT OILS, PREPS GT=70% PETRO",2742.54,2838.08,2956.94,3156.4
Illinois,2,851762,MACH FOR RECP/CONVR/TRANS/R,800.91,998.43,1338.46,1508.32
Illinois,3,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK NESOI",1031.27,1232.33,1395.08,1289.71
Illinois,4,870410,DUMPERS DESIGNED FOR OFF-HIGHWAY USE,1084.29,606.91,1275.3,1280.01
Illinois,5,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS NTWK,847.25,885.93,1234.87,1238.22
Illinois,6,300212,ANTISERA AND OTHER BLOOD FRACTIONS,0,0,669.26,1221.99
Illinois,7,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",1009.97,1077.65,1035.63,1153.92
Illinois,8,120190,"SOYBEANS, NESOI",1545.03,2332.91,2066.15,1070.25
Illinois,9,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,1580.64,1089.45,1204.28,1030.39
Illinois,10,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESOI",831.78,746.66,998.1,976.35
Illinois,11,100590,"CORN (MAIZE), OTHER THAN SEED CORN",708.9,504.02,433.25,830.52
Illinois,12,843149,PARTS AND ATTACHMENTS NESOI FOR DERRI,610.04,546.75,635.79,805.16
Illinois,13,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT PELLET",707.92,621.92,511.84,802.87
Illinois,14,853710,CONTROLS ETC W ELECT APPR,510.08,561.81,674.85,626.06
Illinois,15,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, NESOI",1020.6,1071.67,1091.79,536.44
Illinois,16,840999,SPARK-IGNITION RECIPROCATING INT COM PISTN ENG PTS,561.53,531.8,531,499.49
Illinois,17,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",586.49,459.68,550.58,486.61
Illinois,18,870323,PASS VEH SPK-IG INT COM R,877.29,501.25,696.93,478.35
Illinois,19,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL NESO,463.62,417.25,417.15,475.89
Illinois,20,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMACEUT",447.72,382.78,484.33,446.37
Illinois,21,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NESOI",334.33,364.78,417.82,444.32
Illinois,22,870840,GEAR BOXES FOR MOTOR VEHICLES,288.42,367.14,372.01,441.17
Illinois,23,870130,TRACK-LAYING TRACTORS,353.39,180.99,255.83,436.68
Illinois,24,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,433.32,373.47,407.22,418.6
Illinois,25,381121,ADDITIVE FOR LUB OIL CONT PETRO/BITUMINOUS MINOIL,441.97,367.89,366.2,415.94
Indiana,0,0,World,33819.14,34650.96,37737.14,39338.64
Indiana,0,25,Top 25,16403.9,17283.34,20250.22,21411.87
Indiana,1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK NESOI",4445.93,3650.58,3467.96,2663.08
Indiana,2,870840,GEAR BOXES FOR MOTOR VEHICLES,1799.93,1858.44,2274.61,2399.48
Indiana,3,300215,"IMMUNOLOGICAL PRODUCTS, IN MEASURED DOESE/RTL SALE",0,0,1600.03,2207.2
Indiana,4,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,962.36,1330.1,1606.94,1732.65
Indiana,5,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",1106.35,1250.66,1381.05,1725.62
Indiana,6,840820,COMPRESSION-IGNTN INT COMBUST,1215.37,1100.63,1209.94,1189.4
Indiana,7,871610,TRAILERS AND SEMI-TRAILERS FOR HOUSING OR CAMPING,788.8,736.05,940.34,1111.85
Indiana,8,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEROF,559.37,686.18,874.22,953.51
Indiana,9,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV 5 MT",695.82,889.74,1065.37,703.87
Indiana,10,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMACEUT",655.04,617.96,578.98,644.74
Indiana,11,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINERALS,54.16,392.35,546.74,598.06
Indiana,12,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESOI",507.5,563.27,527.28,558.74
Indiana,13,293712,INSULIN AND ITS SALTS,624.85,539.11,536.85,552.8
Indiana,14,870323,PASS VEH SPK-IG INT COM R,366.12,676.17,456.7,519.17
Indiana,15,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS ETC",392.2,425.43,479.81,512.79
Indiana,16,871000,"TANK & OT ARMORED FIGHT VEH, MOTORIZED; AND PARTS",192.02,470.1,325.08,481.94
Indiana,17,842139,FILTER/PURIFY MACHINE & APPARATUS FOR GASES NESOI,230.64,237.49,368.99,476.45
Indiana,18,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, NESOI",372.28,437.85,426.74,449.33
Indiana,19,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NESOI",367.8,364.49,362.78,402.82
Indiana,20,300220,VACCINES FOR HUMAN MEDICINE,207.62,107.74,133.83,305.11
Indiana,21,840999,SPARK-IGNITION RECIPROCATING INT COM PISTN ENG PTS,115.01,164.06,256.86,292.06
Indiana,22,871639,TRAILERS & SEMI-TRAILER F TRANS CDS NESOI,219.67,217.69,193.04,250.28
Indiana,23,902110,"ORTHOPEDIC OR FRACTRE APPLIANCES, PARTS & ACCESSOR",98.56,133.14,182.92,233.34
Indiana,24,490199,"PRINTED BOOKS, BROCHURES, ETC., NESOI",222.28,219.24,227.4,225.76
Indiana,25,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG, NESOI",204.22,214.86,225.77,221.82
Iowa,0,0,World,13238.36,12122.36,13399,14323.74
Iowa,0,25,Top 25,5939.01,5450.43,6574.64,7555.8
Iowa,1,100590,"CORN (MAIZE), OTHER THAN SEED CORN",966.23,1176.12,1184.05,1443.14
Iowa,2,870195,"TRACTORS, EXCEEDING 130 KW",0,0,746.75,812.55
Iowa,3,120190,"SOYBEANS, NESOI",385,254.42,181.21,432.13
Iowa,4,20329,"MEAT OF SWINE, NESOI, FROZEN",375.42,321.25,357.21,400.71
Iowa,5,380893,"HERBCD, ANTISPROUT. PROD. & PLANT-GRWTH REG. NES",404.87,364.71,394.27,396.78
Iowa,6,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",452.98,457.31,441.7,388.3
Iowa,7,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT PELLET",536,325.72,348.77,384.07
Iowa,8,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE,",324.39,342.47,256.24,346.64
Iowa,9,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",263.56,262,282.17,302.6
Iowa,10,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",179.3,115.84,168,221.38
Iowa,11,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",116.85,154.56,175.89,206.99
Iowa,12,870590,"SPECIAL PURPOSE VEHICLES, NESOI",151.68,157.46,146.23,190.23
Iowa,13,220720,ETHYL ALCOHOL & OTH SPIRITS DENATURED ANY STRENGTH,155.3,166.2,190.88,186.7
Iowa,14,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",137.35,121.77,134.99,180.55
Iowa,15,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM THICK",249.95,208.92,207.4,173.39
Iowa,16,261310,MOLYBDENUM ORES AND CONCENTRATES ROASTED,130.55,73.44,155.47,171.62
Iowa,17,843351,COMBINE HARVESTER-THRESHERS,259.56,44.7,44.77,171.21
Iowa,18,870130,TRACK-LAYING TRACTORS,81.77,141.03,171.61,159.24
Iowa,19,293499,"NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP, NES",116.7,164.15,176.22,154.7
Iowa,20,20649,"OFFAL OF SWINE EXCEPT LIVERS, EDIBLE, FROZEN",131.63,154.02,214.18,149.98
Iowa,21,170260,"FRUCTOSE, NESOI & SYRU",132.76,148.39,152.99,143.99
Iowa,22,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETAIL PK",114.24,110.85,149.62,141.62
Iowa,23,843680,"AGRIC, HORT, FOREST, BEE-KEEPING",115.64,88.27,134.7,139.06
Iowa,24,842959,"MECH SHOVELS, EXCAVATORS AND SHOVEL LOADERS NESOI",118.93,71.79,85.91,138.85
Iowa,25,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESOI",38.35,25.04,73.44,119.34
Kansas,0,0,World,10689.48,10154.44,11243.47,11603.59
Kansas,0,25,Top 25,5660.87,5799.04,6801.77,6781.4
Kansas,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",2036.19,1849.07,2580.16,2231.08
Kansas,2,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",680.73,661.8,809.09,923.34
Kansas,3,100199,"WHEAT AND MESLIN, NESOI",698.4,849.81,832.45,590.62
Kansas,4,120190,"SOYBEANS, NESOI",167.8,241.71,403.49,455.98
Kansas,5,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",198.23,170.65,217.45,313.66
Kansas,6,980220,"MEDICINAL & PHARMACEUTICAL EXPORTS, DONATED",3.91,49.57,50.3,228.52
Kansas,7,100590,"CORN (MAIZE), OTHER THAN SEED CORN",212.77,304.94,217.68,194.92
Kansas,8,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",103.01,79.9,124.6,154.08
Kansas,9,230910,"DOG AND CAT FOOD, PUT UP FOR RETAIL SALE",198.07,188.7,162.74,153.15
Kansas,10,410150,"WHOLE HIDES & SKINS, OF A WT >16KG BOVINE/EQUINE",152.46,173.7,207.73,148.39
Kansas,11,401180,NEW PNEUMATC RUB TIRES USED ON CONSTRUC/MINING/IND,0,0,106.3,137.64
Kansas,12,852691,RADIO NAVIGATIONAL AID APPARATUS,135.46,129.49,125.62,135.62
Kansas,13,20220,"MEAT, BOVINE CUTS WITH BONE IN, FROZEN",80.2,79.37,94.58,133.1
Kansas,14,880230,"AIRPLANE & A/C UNLADEN WGHT > 2000, NOV 15000 KG",219.9,202.63,98.34,110.57
Kansas,15,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE,",19.55,58.46,36.3,108.98
Kansas,16,284210,DOUBLE OR COMPLEX SILICATES,100,89.25,107.71,104.32
Kansas,17,870322,"PASS MTR VEH,SPARK IGN EN",4.31,134.38,90.79,85.38
Kansas,18,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM THICK",107.72,113.29,80.32,83.91
Kansas,19,851762,MACH FOR RECP/CONVR/TRANS/R,40.26,36.97,52.89,80
Kansas,20,20329,"MEAT OF SWINE, NESOI, FROZEN",73.92,67.05,85.89,77.92
Kansas,21,100790,"GRAIN SORGHUM, NESOI",261.97,147.91,95.64,70.41
Kansas,22,980240,"ARTICLES DONATED FOR RELIEF ETC., NESOI, EXPORTS",0.46,13.66,29.3,66.88
Kansas,23,903180,"MEAS & CHECKNG INSTRUMENT, APPLIANCES & MACH NESOI",108.05,77.21,73.11,65.56
Kansas,24,843340,"STRAW OR FODDER BALERS, INCLUDING PICK-UP BALERS",36.54,56.85,61.89,64.88
Kansas,25,20312,"MEAT, SWINE, HAMS, SHLDRS, BONE IN, FRSH OR CHLLD",20.94,22.68,57.39,62.47
Kentucky,0,0,World,27636.6,29201.01,30857.27,31757.17
Kentucky,0,25,Top 25,14938.6,17273.57,20055.6,20628.93
Kentucky,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",8676.67,10801.07,11601.82,12434.23
Kentucky,2,300212,ANTISERA AND OTHER BLOOD FRACTIONS,0,0,1111.13,1457.68
Kentucky,3,870323,PASS VEH SPK-IG INT COM R,1445.6,1326.8,1631.97,783.35
Kentucky,4,870422,MTR VEH TRANS GDS COM-,334.18,491.67,639.03,531.53
Kentucky,5,870322,"PASS MTR VEH,SPARK IGN EN",1.28,0.54,362.35,526.27
Kentucky,6,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,1062.9,890.15,479.65,464.53
Kentucky,7,220830,WHISKIES,310.76,294.63,380.41,456
Kentucky,8,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMACEUT",264.88,322.77,343.72,334.32
Kentucky,9,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 M",209.94,209.75,313.49,327.94
Kentucky,10,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHICLES",360.22,412.82,347.26,309.05
Kentucky,11,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV 5 MT",259.83,193.48,213.82,256.67
Kentucky,12,10121,"HORSES, LIVE, PUREBRED BREEDING",146.69,195.13,165.61,256.15
Kentucky,13,902139,"ARTIFICIAL JOINTS & PARTS & ACCESSORIES THEROF,NES",6.86,5.65,234.29,249.22
Kentucky,14,851762,MACH FOR RECP/CONVR/TRANS/R,250.1,207.86,234.95,246.66
Kentucky,15,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NESOI",212.91,253.18,270.46,242.24
Kentucky,16,902190,OTH ARTIFICAL PTS OF THE BODY & PTS & ACCESSORIES,211.39,229.88,151.39,236.02
Kentucky,17,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESOI",268.48,260.01,224.3,198.74
Kentucky,18,841199,GAS TURBINE PARTS NESOI,112.52,206.92,277.68,191.47
Kentucky,19,901819,ELECTRO-DIAGNOSTIC APPARA,156.5,167.66,208.21,187.01
Kentucky,20,390410,"POLYVINYL CHLORIDE, NOT MIXED WITH OTHER SUBSTANCE",103.41,89.04,134.77,171.39
Kentucky,21,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS NTWK,46.13,108.81,81.74,168.24
Kentucky,22,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF,174.12,193.99,176.49,165.97
Kentucky,23,870432,"MTR VEH TRANS GDS SPK-IG IN C P ENG, GVW > 5 M TN",102.3,210.93,203.52,155.11
Kentucky,24,847130,PORT DIGTL AUTOMATIC DA,41.22,59.44,122.99,142.69
Kentucky,25,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ETC)",179.71,141.43,144.55,136.44
Louisiana,0,0,World,48678.64,48334.63,57005.31,66236.86
Louisiana,0,25,Top 25,35355.6,36781.96,45844.61,54947.43
Louisiana,1,271019,PETROL OIL BITUM MINERA,12027.43,10230.87,13876.84,15282.99
Louisiana,2,120190,"SOYBEANS, NESOI",8987.79,10957.11,10608.65,8586.86
Louisiana,3,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINERALS,785.22,1020.22,2401.56,5721.54
Louisiana,4,271012,"LT OILS, PREPS GT=70% PETRO",2177.91,2441.57,3382.74,5293.08
Louisiana,5,100590,"CORN (MAIZE), OTHER THAN SEED CORN",4020.54,4489.73,4172.62,4938.38
Louisiana,6,271111,"NATURAL GAS, LIQUEFIED",0,942.17,2684.5,3960.31
Louisiana,7,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE,",1927.11,1665.63,1699.16,2024.45
Louisiana,8,271312,"PETROLEUM COKE, CALCINED",328.13,215.19,384.72,858.57
Louisiana,9,390410,"POLYVINYL CHLORIDE, NOT MIXED WITH OTHER SUBSTANCE",597.78,671.9,760.38,716.66
Louisiana,10,271311,"PETROLEUM COKE, NOT CALCINED",340.7,345.95,489.91,643.97
Louisiana,11,270112,"BITUMINOUS COAL, NOT AGGLOMERATED",229.63,141.58,321.99,601.71
Louisiana,12,100199,"WHEAT AND MESLIN, NESOI",615.84,414.45,481.82,562.36
Louisiana,13,293139,"OTHER ORGANO-INORGANIC COMPOUNDS, NESOI",0,0,230.88,561.22
Louisiana,14,290511,METHANOL (METHYL ALCOHOL),108.51,229.21,279.64,543.12
Louisiana,15,281512,SODIUM HYDROXIDE IN AQUEOUS SOLUTION,189.25,234.18,558.74,529.85
Louisiana,16,400270,ETHYLENE-PROPYLENE-NONCONJUGATED DIENE RUBBER,429.42,383.82,372.96,507.63
Louisiana,17,150710,"SOYBEAN OIL & FRACTIONS, CRUDE, WHETH/NOT DEGUMMED",394.75,388.92,423.18,470.63
Louisiana,18,390140,"ETHYLENE-ALPHA-OLEFIN COPOLY, SPC GRAVITY <0.94",0,0,350.85,468.13
Louisiana,19,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT PELLET",816.24,422.62,367.53,431.93
Louisiana,20,220710,"ETHYL ALCOHOL, UNDENAT, ALCHOL NOT UN 80% BY VOLUM",134.99,325.76,401.48,425.13
Louisiana,21,270799,OILS & PRODUCTS NESOI,274.33,262.34,371.87,424.41
Louisiana,22,290250,STYRENE,309.24,313.58,497.59,363.62
Louisiana,23,100610,RICE IN THE HUSK (PADDY OR ROUGH),419.2,421.95,352.92,347.77
Louisiana,24,290339,ACETYLENE TETRABRMD;ALKL BRMD;METHYLENE DIBRMD;ETC,107.41,115.15,187.92,342.44
Louisiana,25,390110,POLYETHYLENE HAVING A SPECIFIC GRAVITY UNDER 0.94,134.2,148.07,184.17,340.67
Massachusetts,0,0,World,25289.29,25893.68,27565.8,27139.83
Massachusetts,0,25,Top 25,9155.97,9472.18,12230.56,12300.08
Massachusetts,1,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC IC,1030.21,929.02,1026.79,1302.61
Massachusetts,2,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, NESOI",1053.51,1100.61,1138.16,1245.23
